Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778707642,100,,Aggregated,24.600000,0.000000,100,310,2500,3000,4100,4900,5900,6800,9200,11000,11000,4432,0,100.0,1204.670745726748,1.6602079995209351,10904.134957998394,250.87319494584838
1778707643,100,,Aggregated,25.300000,0.000000,100,310,2500,3000,4100,4900,5900,6800,9200,11000,11000,4458,0,100.0,1202.59778113727,1.6602079995209351,10904.134957998394,250.8743831314491
1778707644,100,,Aggregated,26.500000,0.000000,100,300,2500,3000,4100,4900,6000,6800,9200,11000,11000,4490,0,100.0,1201.579678576602,1.6602079995209351,10904.134957998394,250.49955456570157
1778707645,100,,Aggregated,26.700000,0.000000,100,300,2500,3000,4100,4900,6000,6700,9200,11000,11000,4518,0,100.0,1202.514114527211,1.6602079995209351,10904.134957998394,250.39397963700753
1778707646,100,,Aggregated,27.700000,0.000000,100,300,2500,3000,4100,4900,6000,6700,9200,11000,11000,4542,0,100.0,1200.7962604434033,1.6602079995209351,10904.134957998394,250.44539850286216
1778707647,100,,Aggregated,27.400000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4569,0,100.0,1199.7797960560158,1.6602079995209351,10904.134957998394,250.61523309258044
1778707648,100,,Aggregated,26.900000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4589,0,100.0,1198.598734440168,1.6602079995209351,10904.134957998394,250.6110263674003
1778707649,100,,Aggregated,27.100000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4607,0,100.0,1197.2547567857462,1.6602079995209351,10904.134957998394,250.58932059908835
1778707650,100,,Aggregated,26.000000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4636,0,100.0,1198.033954516595,1.6602079995209351,10904.134957998394,250.54270923209663
1778707651,100,,Aggregated,26.000000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4661,0,100.0,1199.3742319986982,1.6602079995209351,10904.134957998394,250.5876421368805
1778707652,100,,Aggregated,26.500000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4694,0,100.0,1197.0097464867779,1.6602079995209351,10904.134957998394,250.33638687686408
1778707653,100,,Aggregated,26.400000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4719,0,100.0,1195.129708511537,1.6602079995209351,10904.134957998394,250.3388429752066
1778707654,100,,Aggregated,25.900000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4740,0,100.0,1194.7956573153876,1.6602079995209351,10904.134957998394,250.44303797468353
1778707655,100,,Aggregated,25.800000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4766,0,100.0,1195.8052725226487,1.6602079995209351,10904.134957998394,250.48237515736466
1778707656,100,,Aggregated,25.300000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4797,0,100.0,1194.3429274473515,1.6602079995209351,10904.134957998394,250.36251824056703
1778707657,100,,Aggregated,24.700000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4819,0,100.0,1195.0932266827035,1.6602079995209351,10904.134957998394,250.38016185930692
1778707658,100,,Aggregated,25.700000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4843,0,100.0,1194.354098683657,1.6602079995209351,10904.134957998394,250.5418129258724
1778707659,100,,Aggregated,24.800000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4865,0,100.0,1191.8896453426412,1.6602079995209351,10904.134957998394,250.5841726618705
1778707660,100,,Aggregated,25.300000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4885,0,100.0,1191.427067606336,1.6602079995209351,10904.134957998394,250.6157625383828
1778707661,100,,Aggregated,25.700000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4908,0,100.0,1190.7538569103417,1.6602079995209351,10904.134957998394,250.55541972290138
1778707662,100,,Aggregated,25.100000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4937,0,100.0,1192.7691764583676,1.6602079995209351,10904.134957998394,250.6119100668422
1778707663,100,,Aggregated,24.900000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4965,0,100.0,1191.420822308351,1.6602079995209351,10904.134957998394,250.35830815709969
1778707664,100,,Aggregated,23.800000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,4990,0,100.0,1192.6130281835588,1.6602079995209351,10904.134957998394,250.2825651302605
1778707665,100,,Aggregated,24.500000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5007,0,100.0,1193.4251671767443,1.6602079995209351,10904.134957998394,250.1088476133413
1778707666,100,,Aggregated,24.300000,0.000000,100,300,2500,3000,4100,4900,5900,6700,9200,11000,11000,5029,0,100.0,1194.8404106289438,1.6602079995209351,10904.134957998394,250.01451580831178
